CONTROL,VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,BP1_2C,FAC_DEL
0550184,02,01,1,2,10,01,05,000728
0550184,02,01,2,2,10,01,05,000728
0550186,01,01,2,2,03,01,05,000371
0550186,03,01,1,1,01,01,05,000371
0550186,03,01,1,1,08,01,05,000742
0550186,04,01,1,1,03,02,05,000371
0550186,04,01,1,1,05,02,05,000742
0550186,05,01,1,1,05,01,05,000742
0550187,01,01,1,1,01,01,05,000329
0550187,02,01,1,1,05,01,05,000658
0550188,04,01,1,1,04,03,05,000293
0550190,01,01,1,2,04,02,05,000604
0550190,01,01,2,2,04,02,05,000604
0550190,01,01,1,1,09,02,05,001208
0550199,03,01,1,1,01,02,05,000375
0550199,05,01,1,1,02,02,05,000375
0550200,01,01,1,1,05,04,05,001568
0550202,01,01,1,2,03,01,05,000325
0550202,01,01,2,2,03,01,05,000325
0550202,01,01,1,1,05,01,05,000650
0550202,02,01,1,1,03,02,05,000325
0550202,02,01,1,1,11,02,05,000650
0550203,03,01,1,1,02,01,05,000316
0550204,02,01,1,1,05,05,05,000905
0550204,03,01,1,1,03,01,05,000181
0550204,03,01,1,1,04,01,05,000181
0550204,03,01,1,1,08,01,05,000362
0590001,02,01,1,1,04,02,05,000279
0590003,01,01,1,1,02,02,05,000327
0590006,03,01,1,1,02,01,05,000255
0590006,05,01,1,1,03,02,05,000255
0590006,05,01,1,2,04,02,05,000255
0590006,05,01,2,2,04,02,05,000255
0590006,06,01,1,1,02,02,05,000255
0590006,07,01,1,1,03,02,05,000255
0590006,10,01,1,1,01,01,05,000255
0590006,10,01,1,3,02,01,05,000255
0590006,10,01,2,3,02,01,05,000255
0590006,10,01,3,3,02,01,05,000255
0590006,10,01,1,2,03,01,05,000255
0590006,10,01,2,2,03,01,05,000255
0590006,10,01,1,2,09,01,05,001020
0590014,04,01,1,1,03,02,05,000349
0590015,01,01,1,1,02,02,05,000645
0590015,02,01,1,1,01,01,05,000645
0590015,02,01,1,1,08,01,05,001290
0590018,05,01,1,3,03,05,05,000376
0590018,05,01,2,3,03,05,05,000376
0590018,05,01,3,3,03,05,05,000376
0590021,01,01,1,2,02,01,05,000409
0590021,01,01,2,2,02,01,05,000409
0590021,01,01,1,3,04,01,05,000409
0590021,01,01,2,3,04,01,05,000409
0590021,01,01,3,3,04,01,05,000409
0590021,01,01,1,2,07,01,05,000409
0590021,01,01,2,2,07,01,05,000409
0590021,01,01,1,2,08,01,05,000409
0590026,02,01,1,3,03,02,05,000312
0590026,04,01,2,2,03,01,05,000312
0590028,01,01,1,1,09,01,05,000343
0590036,06,01,1,1,10,01,05,000242
0590036,07,01,1,1,07,01,05,000484
0590036,08,01,1,1,09,01,05,000242
0590038,01,01,1,1,02,04,05,000386
0590039,02,01,1,2,02,02,05,000465
0590039,02,01,2,2,02,02,05,000465
0590039,02,01,1,1,05,02,05,000930
0590039,04,01,1,1,05,04,05,002325
0590041,02,01,1,1,08,02,05,001173
0590041,04,01,1,1,09,02,05,000782
0590041,05,01,1,1,03,01,05,000391
0590041,05,01,1,1,05,01,05,000391
0590043,04,01,1,1,05,01,05,000594
0590043,04,01,1,5,09,01,05,000713
0590043,04,01,2,5,09,01,05,000713
0590043,04,01,3,5,09,01,05,000713
0590043,04,01,4,5,09,01,05,000713
0590043,04,01,5,5,09,01,05,000713
0590043,04,01,2,2,13,01,05,000594
0590044,01,01,1,1,04,01,05,000314
0590044,03,01,1,1,03,02,05,000314
0590044,03,01,1,1,04,02,05,000314
0590044,05,01,1,1,04,02,05,000314
0590044,05,01,1,1,05,02,05,000628
0590045,01,01,1,1,01,01,05,000351
0590045,01,01,1,1,04,01,05,000351
0590045,02,01,1,1,02,01,05,000351
0590045,02,01,1,1,03,01,05,000351
0590045,04,01,1,1,01,01,05,000351
0590045,04,01,1,1,02,01,05,000351
0590045,05,01,1,1,01,01,05,000351
0590046,04,01,1,1,05,02,05,000670
0590046,04,01,1,1,07,02,05,000670
0590049,01,01,1,1,03,02,05,000187
0590049,02,01,1,1,09,01,05,000374
0590049,04,01,1,1,10,01,05,000561
0590049,07,01,1,1,09,01,05,000374
0590049,08,01,1,1,10,01,05,000374
0590049,09,01,1,1,09,01,05,000374
0590051,02,01,1,1,02,01,05,000432
0590051,02,01,1,2,03,01,05,000432
0590051,02,01,2,2,03,01,05,000432
0590051,02,01,2,2,05,01,05,000864
0590051,05,01,1,1,13,01,05,000864
0590052,03,01,1,1,09,04,05,001008
0590052,04,01,1,1,03,01,05,000336
0590053,04,01,1,2,04,01,05,000448
0590053,04,01,2,2,04,01,05,000448
0590054,04,01,1,1,02,02,05,000366
0590057,01,01,1,1,02,02,05,000353
0590057,02,01,1,1,02,01,05,000353
0590057,02,01,1,1,03,01,05,000353
0590057,02,01,1,1,09,01,05,000706
0590057,03,01,1,1,04,01,05,000353
0590057,03,01,1,1,06,01,05,000706
0590057,04,01,1,1,02,02,05,000353
0590058,01,01,1,1,03,02,05,000291
0590058,04,01,1,1,13,02,05,000582
0590058,05,01,1,2,09,03,05,000873
0590058,05,01,2,2,09,03,05,000873
0590060,02,01,1,1,10,01,05,001077
0590067,01,01,1,3,03,03,05,000373
0590067,01,01,2,3,03,03,05,000373
0590067,01,01,3,3,03,03,05,000373
0590067,04,01,1,1,02,02,05,000373
0590067,04,01,1,2,07,02,05,001119
0590067,04,01,2,2,07,02,05,001119
0590067,05,01,1,1,01,03,05,000373
0590067,05,01,1,1,02,03,05,000373
0590067,05,01,1,1,03,03,05,000373
0590075,01,01,1,2,03,01,05,000322
0590075,01,01,2,2,03,01,05,000322
0590075,01,01,1,1,08,01,05,000644
0590075,02,01,1,1,09,01,05,000644
1050041,05,01,1,1,08,02,05,000537
1050042,01,01,1,1,05,04,05,000870
1140138,02,01,3,4,11,02,05,001188
2250051,17,01,1,1,08,03,05,001584
1050001,03,01,1,1,05,03,05,000456
1050020,01,01,1,1,05,01,05,000142
1050048,05,01,1,1,01,02,05,000170
1050061,18,02,1,1,08,01,05,000450
1050081,01,01,1,2,09,01,05,000181
1050081,01,01,2,2,09,01,05,000181
1050081,05,01,1,1,05,02,05,000362
1050081,05,01,1,1,07,02,05,000362
0560007,03,01,1,1,10,01,05,000308
0560007,13,01,1,1,09,04,05,001232
0560007,14,01,1,1,08,03,05,000924
0550013,12,01,1,1,08,02,05,000966
0550013,15,01,1,2,02,05,05,000483
0550013,15,01,2,2,02,05,05,000483
0550178,12,01,1,1,09,02,05,001239
1000330,11,01,1,1,05,01,05,000358
0540179,04,01,1,1,05,03,05,001488
0550059,08,01,1,1,04,01,05,000211
0650028,09,01,1,5,09,02,06,000126
0650028,05,01,1,1,04,03,06,000063
0650028,09,01,1,1,04,02,06,000063
0650028,09,01,2,5,09,02,06,000126
0650028,09,01,3,5,09,02,06,000126
0650028,09,01,4,5,09,02,06,000126
0650028,09,01,5,5,09,02,06,000126
0650028,11,01,1,3,09,01,06,000126
0650028,11,01,2,3,09,01,06,000126
0650028,11,01,3,3,09,01,06,000126
0650028,13,01,1,2,09,01,06,000189
0650028,13,01,2,2,09,01,06,000189
0600370,02,01,1,1,08,02,06,000120
0600370,08,01,1,1,04,02,06,000060
0600370,08,01,1,2,09,02,06,000120
0600370,08,01,2,2,09,02,06,000120
0600370,13,01,1,5,09,01,06,000060
0600370,13,01,2,5,09,01,06,000060
0600370,13,01,3,5,09,01,06,000060
0600370,13,01,4,5,09,01,06,000060
0600370,13,01,5,5,09,01,06,000060
0600370,17,01,1,1,15,01,06,000060
0600372,18,01,1,1,04,01,06,000056
0640045,01,01,1,3,02,02,06,000061
0640278,05,01,1,1,02,03,06,000059
0650057,09,01,1,1,02,01,06,000057
0650073,04,01,1,1,04,03,06,000063
0650073,05,01,1,1,03,01,06,000063
0650073,10,01,1,1,04,02,06,000063
0650073,14,01,1,1,04,02,06,000063
0650073,15,01,1,1,04,02,06,000063
0650073,20,01,1,2,02,01,06,000063
0650073,20,01,2,2,02,01,06,000063
0650073,20,01,1,1,03,01,06,000063
0650073,20,01,1,2,04,01,06,000063
0650073,20,01,2,2,04,01,06,000063
0650110,04,01,1,1,02,02,06,000062
0650110,08,01,1,1,02,04,06,000062
0660001,12,01,1,1,09,02,06,000150
0640194,05,01,2,2,03,01,06,000062
0640260,04,01,3,3,09,02,06,000180
0640101,05,01,1,1,04,01,06,000080
0640047,05,01,1,1,08,01,06,000192
0640143,01,01,1,1,03,05,06,000056
0640248,04,01,1,1,04,01,06,000058
0640047,03,01,1,1,09,02,06,000128
0660002,03,01,1,2,10,03,06,000252
0640047,02,01,1,1,04,02,06,000064
0640015,04,01,1,1,02,01,06,000064
0640298,05,01,2,3,09,01,06,000114
0640002,01,01,2,3,03,01,06,000060
0640159,02,01,1,1,02,01,06,000063
0640045,01,01,2,3,02,02,06,000061
0640259,01,01,1,2,08,01,06,000140
0640102,01,01,1,2,09,01,06,000057
0640048,05,01,1,1,07,01,06,000164
0640363,03,01,1,1,04,02,06,000067
0640228,05,01,1,1,06,01,06,000080
0640002,01,01,4,4,02,01,06,000060
0640143,01,01,1,1,04,05,06,000056
0660002,03,01,3,3,14,03,06,000252
0640156,03,01,1,2,09,03,06,000228
0640280,03,01,1,2,04,01,06,000073
0640157,01,01,1,2,03,05,06,000053
0640228,02,01,1,1,09,02,06,000240
0640048,05,01,1,1,09,01,06,000164
0640259,01,01,2,2,09,01,06,000140
0640322,02,01,1,1,02,02,06,000067
0640042,04,01,1,1,10,01,06,000057
0640156,04,01,1,2,09,02,06,000304
0640260,04,01,2,3,09,02,06,000180
0640143,01,01,1,1,02,05,06,000056
0640157,01,01,2,2,03,05,06,000053
0640041,05,01,1,1,04,05,06,000069
0640068,03,01,1,1,08,01,06,000128
0640253,04,01,1,1,06,01,06,000204
0640253,03,01,1,2,01,01,06,000068
0640249,04,01,1,2,03,03,06,000094
0640143,02,01,1,2,04,04,06,000056
0640260,04,01,1,3,09,02,06,000180
0640299,01,01,1,1,03,01,06,000072
0650103,12,01,1,1,08,02,06,000114
0640225,02,01,1,1,08,01,06,000069
0640156,03,01,2,2,09,03,06,000228
0640142,04,01,1,1,02,01,06,000049
0640156,04,01,2,2,09,02,06,000304
0640298,05,01,3,3,09,01,06,000114
0640152,05,01,2,4,03,02,06,000076
0640279,05,01,3,5,09,02,06,000384
0640416,03,01,1,1,08,01,06,000064
0640416,04,01,1,1,02,01,06,000064
0640157,01,01,1,1,01,05,06,000053
0660002,03,01,2,3,14,03,06,000252
0640259,01,01,1,2,09,01,06,000140
0640002,01,01,1,4,02,01,06,000060
0640298,05,01,1,3,09,01,06,000114
0640101,05,01,2,3,10,01,06,000080
0640298,04,01,2,2,09,02,06,000114
0640034,02,01,1,1,05,02,06,000162
0640253,03,01,2,2,01,01,06,000068
0640154,03,01,1,1,06,02,06,000122
0640415,05,01,1,2,09,01,06,000360
0640279,05,01,1,5,09,02,06,000384
0640027,02,01,1,1,04,04,06,000079
0640247,05,01,1,1,09,01,06,000152
0640157,04,01,1,1,03,01,06,000053
0640002,01,01,3,4,02,01,06,000060
0640259,01,01,2,2,08,01,06,000140
0640272,04,01,1,1,07,02,06,000171
0640415,05,01,2,2,09,01,06,000360
0640034,04,01,1,1,09,01,06,000054
0640068,03,01,2,2,09,01,06,000128
0640101,05,01,2,2,03,01,06,000080
0640280,02,01,1,1,04,02,06,000073
0640143,05,01,1,1,09,01,06,000056
0640154,03,01,1,1,03,02,06,000061
0640280,03,01,2,2,02,01,06,000073
0640298,04,01,2,2,02,02,06,000057
0640009,05,01,1,1,04,02,06,000061
0640194,05,01,1,2,03,01,06,000062
0640002,01,01,2,4,02,01,06,000060
0640383,05,01,1,1,09,01,06,000118
0640319,01,01,1,2,09,02,06,000206
0640068,03,01,1,2,09,01,06,000128
0600373,19,01,1,1,02,01,06,000061
0650067,05,01,1,2,10,03,06,000240
0640253,03,01,1,1,05,01,06,000068
0640272,04,01,1,1,09,02,06,000171
0600304,05,01,1,1,01,01,06,000066
0640253,01,01,2,2,09,01,06,000136
0600030,05,01,1,1,07,01,06,000102
0640089,03,01,1,1,08,01,06,000126
0640015,04,01,1,1,09,01,06,000192
0640298,04,01,1,2,09,02,06,000114
0600346,01,01,1,1,02,01,06,000070
0640319,01,01,1,1,10,02,06,000206
0640073,04,01,1,1,04,02,06,000062
0640319,01,01,2,2,09,02,06,000206
0640145,01,01,2,2,04,02,06,000069
0640266,03,01,1,1,09,01,06,000260
0640249,04,01,2,2,05,03,06,000282
0640068,03,01,1,1,10,01,06,000128
0640145,01,01,1,1,09,02,06,000345
0640252,02,01,1,1,13,02,06,000122
0640250,04,01,2,2,07,01,06,000062
0640107,01,01,1,1,03,01,06,000066
0660002,03,01,1,3,14,03,06,000252
0640198,02,01,1,1,08,03,06,000244
0640221,04,01,1,1,09,01,06,000142
0640223,01,01,1,1,02,01,06,000069
0640145,01,01,1,2,04,02,06,000069
0650067,05,01,2,2,10,03,06,000240
0640384,02,01,3,5,04,01,06,000082
0640272,05,02,1,1,10,01,06,000057
0640279,05,01,5,5,09,02,06,000384
0600373,12,01,1,1,07,01,06,000061
0640162,01,01,1,5,03,02,06,000071
0640143,04,01,1,1,01,01,06,000056
0640267,02,01,1,1,08,02,06,000116
0640157,01,01,1,2,02,05,06,000053
0640248,05,01,1,1,07,02,06,000174
0640278,04,01,1,2,09,01,06,000118
0640364,04,01,1,3,09,01,06,000071
0640298,04,01,1,2,02,02,06,000057
0640364,04,01,2,3,09,01,06,000071
0640197,02,01,1,1,04,01,06,000074
0640010,02,01,1,1,06,01,06,000061
0640383,04,01,1,1,04,01,06,000059
0640143,02,01,2,2,04,04,06,000056
0640027,04,01,1,1,02,01,06,000079
0640317,03,01,1,3,03,02,06,000068
0640279,05,01,1,2,05,02,06,000128
0640101,05,01,1,3,10,01,06,000080
0640107,01,01,1,1,02,01,06,000066
0640259,03,01,1,1,03,02,06,000070
0640008,03,01,1,2,09,01,06,000234
0640279,05,01,3,3,02,02,06,000064
0640073,01,01,1,1,06,01,06,000124
0640247,04,01,1,1,03,01,06,000076
0640221,01,01,1,1,09,02,06,000284
0640049,03,01,1,1,01,03,06,000059
0640139,01,01,3,3,09,01,06,000073
0640279,05,01,2,5,09,02,06,000384
0600047,02,01,1,1,06,04,06,000256
0640253,04,01,1,1,10,01,06,000204
0640280,03,01,1,2,02,01,06,000073
0640060,03,01,2,2,04,03,06,000065
0660002,03,01,2,2,10,03,06,000252
0640107,04,01,1,1,04,01,06,000066
0640222,01,01,1,1,02,02,06,000067
0640419,03,01,1,1,09,01,06,000124
0640157,01,01,2,2,02,05,06,000053
0660014,03,01,1,1,04,01,06,000065
1440346,04,01,3,3,02,01,06,000636
0650106,02,01,1,2,10,02,06,000132
0640152,05,01,1,4,03,02,06,000076
0640189,04,01,1,1,09,02,06,000171
0640279,05,01,4,5,09,02,06,000384
0640143,03,01,1,1,09,03,06,000224
0640060,02,01,1,1,05,03,06,000195
0640107,02,01,1,1,09,02,06,000132
0640002,01,01,1,3,03,01,06,000060
0640384,03,01,1,2,03,02,06,000082
0640008,05,01,1,1,04,01,06,000078
0640171,05,01,1,1,03,06,06,000069
0600380,08,02,1,1,01,02,06,000057
0640272,04,01,1,1,04,02,06,000057
0640220,03,01,1,1,03,02,06,000053
0640002,01,01,3,3,03,01,06,000060
0640023,04,01,1,1,03,01,06,000071
0640317,03,01,2,3,03,02,06,000068
0640364,03,01,1,1,09,02,06,000142
0640364,04,01,3,3,09,01,06,000071
0640367,01,01,2,5,03,04,06,000075
0640015,05,01,1,2,02,01,06,000064
0640247,04,01,1,1,09,01,06,000152
0640060,03,01,1,2,04,03,06,000065
0640269,03,01,1,2,09,01,06,000204
0640220,03,01,1,1,10,02,06,000106
0640384,02,01,4,5,04,01,06,000082
0640279,05,01,1,3,02,02,06,000064
0640272,04,01,1,1,03,02,06,000057
0640068,03,01,1,2,02,01,06,000064
0640420,05,01,1,1,02,02,06,000064
0640311,03,01,1,1,02,02,06,000065
0640016,02,01,1,1,11,02,06,000122
0640367,01,01,5,5,03,04,06,000075
0640059,03,01,1,1,04,02,06,000073
0640102,01,01,2,2,09,01,06,000057
0650023,01,01,2,2,04,01,06,000057
0640008,03,01,2,2,09,01,06,000234
0640206,02,01,1,1,01,01,06,000052
0640093,05,01,1,1,02,03,06,000063
0640068,03,01,2,2,02,01,06,000064
0640249,04,01,1,2,05,03,06,000282
0640199,05,01,1,1,02,01,06,000063
0640317,03,01,1,1,06,02,06,000136
0640112,05,01,1,1,06,03,06,000256
0640305,05,01,1,1,01,01,06,000067
0640176,04,01,1,1,02,01,06,000071
0640249,05,01,1,1,04,03,06,000094
0640269,03,01,2,2,09,01,06,000204
0640059,05,01,1,1,03,02,06,000073
0640332,03,01,1,1,03,01,06,000064
0640246,04,01,1,2,09,02,06,000292
0640002,01,01,2,5,09,01,06,000300
0640168,01,01,1,1,10,01,06,000130
0640189,05,01,1,1,08,01,06,000114
0640152,05,01,4,4,03,02,06,000076
0640364,02,01,1,1,10,03,06,000213
0640307,05,01,1,1,09,01,06,000268
0640159,01,01,1,1,06,02,06,000126
0660002,12,01,1,1,02,02,06,000063
0640145,01,01,1,1,03,02,06,000069
0640367,01,01,3,5,03,04,06,000075
0640267,04,01,1,1,08,01,06,000116
0600002,10,01,1,1,08,01,06,000325
0640162,01,01,4,5,03,02,06,000071
0640367,01,01,1,5,03,04,06,000075
0640209,03,01,1,1,02,02,06,000087
0640197,03,01,1,1,02,02,06,000074
0640101,05,01,3,3,10,01,06,000080
0640189,05,01,1,1,05,01,06,000114
0640087,03,01,1,1,02,01,06,000098
0640250,04,01,5,5,09,01,06,000062
0640305,03,01,1,1,04,01,06,000067
0640279,05,01,2,3,02,02,06,000064
0640162,01,01,3,5,03,02,06,000071
0640143,03,01,1,1,10,03,06,000224
0640026,02,01,1,1,02,01,06,000079
0640009,01,01,1,1,04,01,06,000061
0640002,03,01,2,2,02,03,06,000060
0640002,01,01,5,5,09,01,06,000300
0640002,01,01,1,5,09,01,06,000300
0640317,03,01,3,3,03,02,06,000068
0640330,03,01,1,1,04,01,06,000067
0640311,05,01,1,1,05,01,06,000130
0640249,04,01,2,2,03,03,06,000094
0640112,04,01,1,1,03,02,06,000064
0640176,01,01,1,1,04,02,06,000071
0640279,05,01,1,1,04,02,06,000064
0640246,04,01,2,2,09,02,06,000292
0640250,04,01,1,1,02,01,06,000062
0640384,03,01,1,1,04,02,06,000082
0640120,01,01,1,1,04,01,06,000053
0640333,02,01,1,1,02,04,06,000066
0640002,01,01,3,5,09,01,06,000300
0600379,04,01,1,1,05,02,06,000116
0640137,04,01,1,3,03,01,06,000063
0640087,03,01,1,1,03,01,06,000098
0640307,04,01,1,1,01,03,06,000067
0640250,04,01,2,5,09,01,06,000062
0640402,02,01,4,5,02,02,06,000062
0640015,05,01,1,1,09,01,06,000256
0640158,01,01,1,1,09,02,06,000174
0640101,05,01,1,2,02,01,06,000080
0640246,02,01,1,1,08,02,06,000146
0640384,02,01,1,5,04,01,06,000082
0640272,04,01,1,1,02,02,06,000057
0640280,03,01,2,2,04,01,06,000073
0640280,04,01,1,1,02,02,06,000073
0640094,01,01,1,2,11,02,06,000138
0640305,05,01,1,1,09,01,06,000134
0640384,03,01,2,2,03,02,06,000082
0640278,04,01,2,2,09,01,06,000118
0640196,05,01,1,1,04,01,06,000071
0640083,03,01,1,1,06,02,06,000186
0640364,02,01,1,1,03,03,06,000071
0640015,05,01,2,2,02,01,06,000064
0640364,04,01,1,1,02,01,06,000071
0640384,02,01,2,5,04,01,06,000082
0640249,04,01,1,2,10,03,06,000282
0640372,01,01,1,1,03,04,06,000054
0640333,02,01,1,1,01,04,06,000066
0640139,01,01,1,3,09,01,06,000073
0640093,01,01,1,1,03,03,06,000063
0640002,01,01,2,5,07,01,06,000300
0650007,13,01,2,2,03,01,06,000064
0640182,02,01,1,1,10,02,06,000138
0650007,13,01,1,1,02,01,06,000064
0640395,05,01,1,2,02,03,06,000061
0640395,02,01,1,1,02,01,06,000061
0640004,03,01,1,1,04,03,06,000069
0640384,04,01,1,1,04,01,06,000082
0640171,05,01,1,1,02,06,06,000069
0640249,04,01,2,2,10,03,06,000282
0640235,03,01,1,2,04,02,06,000053
0640396,01,01,1,1,09,01,06,000060
0640098,04,01,1,1,01,03,06,000064
0640253,01,01,1,2,09,01,06,000136
0650043,13,01,2,3,02,01,06,000068
0640002,01,01,3,5,07,01,06,000300
0640183,03,01,1,1,01,01,06,000067
0640098,04,01,4,5,10,03,06,000410
0640101,05,01,1,2,03,01,06,000080
0640083,03,01,1,1,01,02,06,000062
0640004,02,01,1,1,02,01,06,000069
0640236,05,01,1,2,10,01,06,000084
0640004,02,01,1,1,10,01,06,000138
0640181,01,01,1,2,02,02,06,000069
0640137,04,01,3,3,03,01,06,000063
0640002,01,01,1,1,04,01,06,000060
0640280,03,01,1,1,09,01,06,000146
0640093,01,01,1,1,09,03,06,000189
0640182,02,01,1,1,08,02,06,000138
0600030,08,01,1,1,10,01,06,000102
0660006,04,01,1,1,03,01,06,000068
0640010,02,01,1,1,03,01,06,000061
0640246,03,01,1,1,10,01,06,000292
0640395,03,01,1,1,03,02,06,000061
0640175,02,01,1,1,03,02,06,000062
0640175,02,01,1,1,09,02,06,000186
0640002,03,01,1,2,02,03,06,000060
0640374,03,01,1,1,07,03,06,000213
0640002,01,01,4,5,09,01,06,000300
0600373,06,01,2,2,02,01,06,000061
0640168,05,01,1,1,02,01,06,000065
0640367,05,01,3,3,03,01,06,000075
0640402,02,01,5,5,02,02,06,000062
0640183,01,01,1,1,01,01,06,000067
0640290,03,01,1,1,08,01,06,000207
0640175,03,01,1,1,03,01,06,000062
0640241,03,01,1,1,08,01,06,000116
0640214,04,01,4,4,03,01,06,000073
0640060,03,01,2,2,09,03,06,000390
0640236,02,01,1,1,01,01,06,000042
0640235,03,01,2,2,04,02,06,000053
0640395,05,01,1,1,10,03,06,000366
0640330,02,01,1,1,02,02,06,000067
0640367,01,01,4,5,03,04,06,000075
0640250,04,01,4,5,09,01,06,000062
0640162,01,01,5,5,03,02,06,000071
0640249,04,01,1,1,11,03,06,000282
0640210,05,01,1,1,10,02,06,000136
0640236,05,01,2,2,10,01,06,000084
0640098,04,01,1,5,10,03,06,000410
0640384,02,01,5,5,04,01,06,000082
0640152,05,01,3,4,03,02,06,000076
0640166,03,01,1,1,07,01,06,000138
0640148,05,01,1,1,02,03,06,000067
0640098,03,01,2,2,03,05,06,000064
0640137,04,01,2,3,03,01,06,000063
0640002,01,01,1,1,08,01,06,000300
0640120,03,01,1,1,04,01,06,000053
0660006,13,01,2,2,09,02,06,000272
0640183,04,01,1,1,03,02,06,000067
0640367,05,01,2,3,03,01,06,000075
0640333,03,01,1,2,09,02,06,000132
0640370,01,01,2,2,03,02,06,000062
0640171,02,01,2,2,03,03,06,000069
0640101,05,01,2,2,02,01,06,000080
0640216,01,01,1,1,04,02,06,000069
0640098,04,01,3,5,10,03,06,000410
0640171,02,01,1,1,10,03,06,000138
0640139,01,01,2,3,09,01,06,000073
0640395,05,01,2,2,02,03,06,000061
0640250,04,01,1,5,09,01,06,000062
0640148,05,01,1,1,05,03,06,000335
0640402,02,01,2,5,05,02,06,000124
0640183,05,01,1,1,15,02,06,000201
0640162,03,01,1,1,02,01,06,000071
0660006,13,01,1,2,09,02,06,000272
0640344,02,01,1,1,02,01,06,000076
0640152,03,01,1,1,04,01,06,000076
0640101,01,01,1,1,05,01,06,000400
0600320,02,01,1,1,04,01,06,000069
0640171,02,01,1,2,03,03,06,000069
0640137,04,01,1,1,05,01,06,000126
0640344,01,01,1,1,09,01,06,000076
0660006,14,01,2,2,09,01,06,000136
0640250,04,01,3,5,09,01,06,000062
0640214,04,01,1,4,03,01,06,000073
0640250,04,01,1,2,07,01,06,000062
0640162,03,01,1,1,10,01,06,000071
0640402,02,01,3,5,02,02,06,000062
0640209,03,01,1,1,03,02,06,000087
0640285,03,01,1,1,09,01,06,000138
0640002,01,01,4,5,07,01,06,000300
0640333,03,01,2,2,09,02,06,000132
0640239,02,01,1,1,02,01,06,000068
0640149,02,01,1,1,04,02,06,000062
0640060,03,01,1,2,09,03,06,000390
0640372,01,01,1,2,02,04,06,000054
0640334,02,01,1,1,03,02,06,000071
0660006,14,01,1,2,09,01,06,000136
0640402,02,01,4,5,05,02,06,000124
0640125,01,01,2,3,03,02,06,000066
0640304,02,01,1,2,10,02,06,000142
0640162,01,01,1,1,04,02,06,000071
0640163,05,01,1,1,03,01,06,000066
0640162,01,01,2,5,03,02,06,000071
0640402,02,01,2,5,02,02,06,000062
0640098,03,01,1,2,03,05,06,000064
0640065,01,01,1,1,08,01,06,000118
0640214,04,01,3,4,03,01,06,000073
0640098,04,01,5,5,10,03,06,000410
0640215,02,01,1,1,03,04,06,000059
0640367,05,01,3,3,09,01,06,000225
0640402,02,01,1,5,05,02,06,000124
0640403,05,01,1,1,08,01,06,000126
0640304,03,01,1,2,09,04,06,000355
0640304,03,01,2,2,09,04,06,000355
0640125,01,01,3,3,03,02,06,000066
0640120,04,01,1,1,03,02,06,000053
0640181,01,01,2,2,02,02,06,000069
0640210,03,01,1,1,02,04,06,000068
0640334,03,01,1,1,01,02,06,000071
0640286,04,01,2,2,03,01,06,000045
0640150,04,01,1,1,02,01,06,000064
0640379,03,01,1,1,07,02,06,000142
0640372,01,01,2,2,02,04,06,000054
0650007,13,01,1,2,03,01,06,000064
0640402,03,01,1,1,03,01,06,000062
0640131,05,01,1,1,04,01,06,000065
0640304,02,01,2,2,10,02,06,000142
0640403,04,01,1,1,03,01,06,000063
0640402,02,01,1,5,02,02,06,000062
0640286,04,01,1,2,03,01,06,000045
0640367,05,01,1,3,03,01,06,000075
0640287,01,01,1,1,06,02,06,000142
0640171,02,01,1,1,04,03,06,000069
0640304,02,01,1,1,02,02,06,000071
0640286,02,01,1,1,04,02,06,000045
0640214,04,01,2,4,03,01,06,000073
0640214,04,01,1,1,02,01,06,000073
0640098,04,01,2,5,10,03,06,000410
0640402,02,01,3,5,05,02,06,000124
0640403,05,01,1,1,02,01,06,000063
0640130,03,01,1,1,03,01,06,000072
0640336,04,01,1,1,10,02,06,000140
0640148,04,01,1,1,07,01,06,000335
0640098,02,01,1,1,04,02,06,000064
0640402,01,01,1,1,08,01,06,000186
0640181,05,01,1,1,10,01,06,000138
0640367,05,01,2,3,09,01,06,000225
0640210,01,01,1,1,03,02,06,000068
0640367,05,01,1,3,09,01,06,000225
0640369,04,01,1,1,03,02,06,000072
0640002,01,01,1,5,07,01,06,000300
0660004,14,01,1,1,06,03,06,000186
0640125,01,01,1,3,03,02,06,000066
0640002,01,01,5,5,07,01,06,000300
0640370,01,01,1,2,03,02,06,000062
0640165,01,01,1,1,02,01,06,000062
0650029,02,01,1,1,04,01,06,000064
0650029,04,01,1,2,09,01,06,000192
0650029,04,01,2,2,09,01,06,000192
0650029,09,01,1,3,09,02,06,000192
0650029,09,01,2,3,09,02,06,000192
0650029,09,01,3,3,09,02,06,000192
0650029,10,01,1,1,06,01,06,000128
0650029,15,01,1,1,09,01,06,000064
0650029,17,01,1,1,09,01,06,000128
0600039,03,01,1,2,02,01,06,000057
0600039,03,01,2,2,02,01,06,000057
0600039,10,01,1,1,09,03,06,000171
0600039,11,01,1,1,09,02,06,000228
0600039,12,01,1,1,06,02,06,000114
0600039,17,01,1,1,04,01,06,000057
0600039,19,01,1,1,02,02,06,000057
0600039,19,01,1,1,09,02,06,000171
0600373,06,01,1,2,02,01,06,000061
0600373,06,01,1,3,03,01,06,000061
0600373,06,01,2,3,03,01,06,000061
0600373,06,01,3,3,03,01,06,000061
0600373,06,01,1,1,08,01,06,000122
0600373,09,01,1,1,08,01,06,000122
